name,class,age_group,climbing,tire_swing,swings_preschool_seats,swings_belt_seats,slides,see_saw,sand_box,hopscotch,playhouse,spring_toy,other,fencing,accessible,open,modified_date,created_date,parkname,parkaddress
play area,play area,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2018-Jan-18 2:55:32 PM,,Ruisseau Park,6116 Creek Crossing Street
play area,play area,junior,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,unknown,2018-Jan-18 2:55:05 PM,,Fairmile Estates Park,"2549 Donnelly Drive, Rideau"
play structure,climbing structure,senior,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown,2022-Mar-31 2:42:41 PM,,Helen Redpath Thomson Park,"861 Cummings Avenue, Ottawa"
play area,play area,senior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:45 PM,,Sherry Lane Park,"39 Sherry Lane, Nepean"
play area,play area,junior,no,no,no,no,no,yes,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Laura Dubois Park,"24 Shetland Way, Kanata"
play area,play area,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:42 PM,,Ravenscroft Park,"126 Shirley's Brook Drive, Kanata"
play structure,play structure,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:55:42 PM,,Turtle Park,"720 White Alder Avenue, Gloucester"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:55:49 PM,2016-Feb-09 10:23:08 AM,Ouellette Park,"530 Strasbourg Street, Cumberland"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:54:49 PM,2016-Feb-09 10:23:02 AM,Ouellette Park,"530 Strasbourg Street, Cumberland"
play structure,climbing structure,senior,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2022-Sep-02 9:51:55 AM,2022-Sep-02 9:50:18 AM,Minto Recreation Complex - Barrhaven,"3500 Cambrian Road, Nepean"
play area,play area,junior,unknown,unknown,unknown,no,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,no,unknown,2022-Aug-24 2:14:39 PM,2016-Feb-08 9:03:04 AM,Linda Dunn Park,"1885 Celeste Way, Cumberland"
play structure,climber,junior,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2021-Dec-10 8:45:47 AM,2021-Dec-10 8:44:59 AM,Diamond Jubilee Park,"2810 Findlay Creek Drive / 4008 Kelly Farm Drive, Gloucester"
play structure,play structure,junior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Dec-10 9:09:56 AM,2016-Jun-22 11:27:33 AM,Diamond Jubilee Park,"2810 Findlay Creek Drive / 4008 Kelly Farm Drive, Gloucester"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Feb-18 3:44:11 PM,,Egbert Reitsma Parkette,"100 Clifford Campbell Street, West Carleton"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:01 PM,,Winterwood Park,"1844 Johnston Road, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2022-Mar-21 1:12:55 PM,,Forestglade Park,"62 Forestglade Crescent, Ottawa"
play area,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Dec-13 11:22:40 AM,,Dr. John Hopps Park,"300 Den Haag Drive, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:24 PM,,Hazeldean Woods Park (Tamblin Park),"89 Kakulu Road, Kanata"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:18 PM,,Morgan's Grant Woods Park,"50 Flamborough Way, Kanata"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-29 11:30:28 AM,,Madison Park,"56 Whitestone Drive, Ottawa"
play area,play area,junior,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,unknown,2022-Aug-29 11:29:54 AM,,Madison Park,"56 Whitestone Drive, Ottawa"
play area,mixed,all,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,unknown,2022-Sep-06 10:39:34 AM,,Montgomery Memorial Park / Old Town Hall Community Centre,"61 Main Street, Ottawa"
play area,mixed,toddler,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,unknown,2022-Sep-08 1:43:48 PM,,Osgoode Community Centre,"5660 Osgoode Main Street, Osgoode"
play area,play structure,toddler,no,no,no,unknown,no,no,no,no,no,yes,no,yes,no,unknown,2022-Feb-16 11:39:20 AM,,Dutchie's Hole Park,154 Mann Avenue
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,yes,yes,no,no,unknown,2022-Aug-30 3:03:12 PM,,Marquis Park,"1913 Marquis Avenue, Gloucester"
play area,mixed,junior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2022-Apr-07 2:27:46 PM,2022-Apr-07 2:25:34 PM,Inspiration Park,"38A Winthrop Private, Ottawa"
play structure,playhouse,toddler,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,unknown,unknown,unknown,unknown,2022-Sep-07 12:10:26 PM,2022-Sep-07 12:09:07 PM,Norman Edwards Park,"155 Sunshine Crescent, Cumberland"
play structure,swing,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Apr-06 2:58:14 PM,2022-Apr-06 2:55:04 PM,Hunt Club Gate Park,"350 Macoun Circle, Ottawa"
play structure,saucer swing,junior,no,unknown,no,no,no,no,no,no,no,unknown,no,yes,no,unknown,2022-May-02 2:48:53 PM,,Joan O'Malley Park,"4310 Shoreline Drive, Gloucester"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:57 PM,,Silverbirch Park,"6105 Silverbirch Street, Gloucester"
play structure,play structure,toddler,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,unknown,2021-Oct-13 11:26:32 AM,,Annie Pootoogook Park,"250 Somerset Street, Ottawa"
play structure,swing,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,yes,unknown,no,yes,yes,unknown,2021-Dec-13 1:35:49 PM,2021-Dec-13 1:31:10 PM,Dundonald Park,"516 Somerset Street West, Ottawa"
play area,mixed,junior,yes,no,no,no,no,no,no,no,no,no,no,yes,no,unknown,2021-Dec-13 1:47:22 PM,,Dundonald Park,"516 Somerset Street West, Ottawa"
play area,play area,toddler,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,unknown,2018-Jan-18 2:54:45 PM,,Dundonald Park,"516 Somerset Street West, Ottawa"
play area,play area,toddler,no,no,no,no,no,no,yes,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:00 PM,,Sheffield Glen Park,"2320 Southvale Crescent, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:32 PM,,Kilreen Park,"1250 Southwood Drive, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:52 PM,,Whiterock Park,"1245 Matheson Road, Gloucester"
play area,play area,toddler,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown,2018-Jan-18 2:54:46 PM,,Whiterock Park,"1245 Matheson Road, Gloucester"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:32 PM,,Tallwood Park,"18 Mattamy Place, Nepean"
play area,play area,toddler,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:55:28 PM,,Tallwood Park,"18 Mattamy Place, Nepean"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:49 PM,,Hayward Park,"79 McCurdy Drive, Kanata"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:56 PM,,McGibbon Park,"62 McGibbon Drive, Kanata"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-31 3:01:52 PM,,McKinley Park,"11 McKinley Drive, Kanata"
play structure,balance beam,all,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,2021-Nov-25 1:21:27 PM,2016-Feb-17 2:33:46 PM,Celebration Park,"200 Central Park Drive, Ottawa"
play area,mixed,junior,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Nov-24 2:24:39 PM,,Caserta Park,"1369 Caserta Place, Cumberland"
play structure,play structure,all,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Oct-20 12:51:21 PM,,Bannockburn Park,"1557 Landel Drive, Kanata"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:31 PM,,Gateshead Park,"2 Spalding Avenue, Kanata"
play area,play area,senior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:32 PM,,Valleystream Park,"3412 Richmond Road, Nepean"
play structure,ball toss,all,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2022-Aug-10 10:24:48 AM,2022-Aug-10 10:23:32 AM,Kilreen Park,"1250 Southwood Drive, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:24 PM,,Paget Park,"801 Springland Drive, Ottawa"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2016-Feb-17 4:59:27 PM,2016-Feb-17 4:56:56 PM,Russell Boyd Park,"1735 St. Bernard Street, Gloucester"
play structure,play structure,senior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,yes,unknown,yes,unknown,2021-Oct-29 11:02:05 AM,2016-Feb-17 2:19:28 PM,Boisdale Park,"210 Émerillon Ridge, Cumberland"
play structure,play structure,junior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Nov-02 9:33:26 AM,2017-Apr-28 2:05:03 PM,Brigatine Park,434 Brigatine Avenue
play structure,mixed,all,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,yes,yes,yes,yes,yes,unknown,2022-Mar-21 2:15:19 PM,2022-Mar-21 2:07:45 PM,Fountainhead Park,"105 Felicity Crescent, Gloucester"
play structure,climber,senior,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,2022-Aug-11 9:22:28 AM,,Kristina Kiss Park,"100 Akerson Road, Kanata"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2020-Oct-26 1:30:56 PM,2016-Feb-17 4:51:30 PM,Royal Ridge Park,115 Challenge Crescent
play structure,swing,junior,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Apr-05 2:22:10 PM,2016-Feb-17 3:09:34 PM,Hibiscus Park,"990 Cobble Hill Drive, Nepean"
play area,mixed,junior,yes,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,2022-Mar-29 9:46:53 AM,2017-Apr-28 3:46:49 PM,Greely Village Park,7292 Parkway Road
play structure,play structure,junior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,unknown,2021-Sep-17 12:56:39 PM,2021-Sep-17 12:46:32 PM,Watershield Park,"125 Watershield Ridge, Nepean"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:28 PM,,Banyon Park,"70 Abaca Way, Goulbourn"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2022-Aug-11 11:21:45 AM,,Ladybirds Park,"65 Sirocco Crescent, Goulbourn"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2022-Mar-28 11:42:47 AM,,Golflinks Park,"50 Golflinks Drive, Nepean"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:32 PM,,Rosetta Park,"31 Rosetta Avenue, Nepean"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-27 9:48:47 AM,,Blair Park,"56 Winding Way, Nepean"
play area,mixed,junior,no,unknown,yes,yes,no,no,yes,no,no,no,yes,no,yes,unknown,2022-Mar-25 11:52:37 AM,,George McLean Park,"5348 McLean Crescent, Rideau"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,unknown,yes,unknown,no,unknown,2022-Apr-01 9:42:03 AM,,Hemlock Park,"361 Meadow Park Place, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:08 PM,,Hemlock Park,"361 Meadow Park Place, Ottawa"
play area,play structure,all,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,yes,yes,unknown,yes,unknown,2021-Oct-12 3:47:41 PM,2021-Oct-12 3:41:13 PM,Andy Shields Park,"1448 Meadow Drive / 1455 Old Prescott Road, Osgoode"
play area,mixed,junior,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Sep-01 10:15:07 AM,,Meadowbreeze Park,"98 Meadowbreeze Drive, Kanata"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:11 PM,,Trustee M. Curry Park,"85 Hartsmere Drive, Goulbourn"
play structure,play structure,toddler,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,2022-Mar-31 10:45:06 AM,2018-Mar-01 3:40:18 PM,Harthill Way Linear Park,"125 Harthill Way, Nepean"
play structure,climber,senior,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,unknown,2021-Dec-08 8:39:37 AM,2020-Oct-21 9:32:48 AM,Creekview Park,505 Creekview Way
play structure,play structure,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2017-May-08 2:28:25 PM,2016-Jun-13 1:45:15 PM,Summerhill Park,560 Summerhill Street
play area,play area,senior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:28 PM,,Russell Boyd Park,"1735 St. Bernard Street, Gloucester"
play area,play area,junior,yes,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:54:57 PM,,Russell Boyd Park,"1735 St. Bernard Street, Gloucester"
play structure,swing,all,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-06 9:27:31 AM,,Alda Burt Park,"1816 St-Laurent Boulevard, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:38 PM,,Pierre Rocque Park,"1257 Joseph-Drouin Avenue, Gloucester"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:32 PM,,Pierre Rocque Park,"1257 Joseph-Drouin Avenue, Gloucester"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:42 PM,,Pierre Rocque Park,"1257 Joseph-Drouin Avenue, Gloucester"
play area,play area,senior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Pierre Rocque Park,"1257 Joseph-Drouin Avenue, Gloucester"
play area,mixed,junior,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,unknown,2022-Sep-07 10:46:27 AM,,New Edinburgh Park,"203 Stanley Avenue, Ottawa"
play area,play area,senior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:42 PM,,Roy Park,"6210 Meadowglen Drive, Gloucester"
play area,play area,junior,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,Roy Park,"6210 Meadowglen Drive, Gloucester"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:01 PM,,Roy Park,"6210 Meadowglen Drive, Gloucester"
play area,mixed,toddler,no,no,yes,unknown,unknown,no,yes,no,no,yes,yes,no,no,unknown,2022-Sep-06 3:02:42 PM,,Mulligan Park,"70 Mountshannon Drive, Nepean"
play area,play area,junior,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,unknown,2018-Jan-18 2:54:56 PM,,Utman Park,"280 Mountshannon Drive, Nepean"
play area,play area,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:52 PM,,Uplands Riverside Park,"3860 Riverside Drive, Ottawa"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:00 PM,,Uplands Riverside Park,"3860 Riverside Drive, Ottawa"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-27 11:09:51 AM,,Blue Willow Park,"6011 Longleaf Drive, Gloucester"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:18 PM,,Grovehurst Park,"100 Grovehurst Drive, Nepean"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:38 PM,,Grovehurst Park,"100 Grovehurst Drive, Nepean"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:42 PM,,Totteridge Park,"11 Totteridge Avenue, Nepean"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:11 PM,,Totteridge Park,"11 Totteridge Avenue, Nepean"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:32 PM,,Stanstead Park,"861 Stanstead Road, Ottawa"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:46 PM,,Stanstead Park,"861 Stanstead Road, Ottawa"
play area,play area,junior,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:10 PM,,Terry Carisse Park,"3035 Steeple Hill Crescent, Nepean"
play structure,swing,All,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Aug-25 10:18:31 AM,2020-Oct-23 10:15:53 AM,Littlerock Park,920 Littlerock Way
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown,2022-Mar-31 11:15:41 AM,2020-Oct-21 3:45:48 PM,Havencrest Woods Park,636 Barry Helman Crescent
play structure,play structure,senior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Sep-02 11:42:19 AM,2020-Oct-26 11:10:37 AM,River Mist Park,2520 River Mist Road
play structure,swing,junior,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Sep-08 11:12:01 AM,2020-Oct-23 1:27:30 PM,Orchard Park,415 Kilspindie Ridge
play area,play area,toddler,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Aug-19 2:40:44 PM,2018-Feb-27 4:22:12 PM,LeBoutillier Park,301 Leboutillier Avenue
play structure,play structure,all,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,unknown,2021-Nov-24 2:40:25 PM,2020-Oct-22 8:31:40 AM,Henri-Rocque Park,229 Hepatica Way
play structure,play structure,junior,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Apr-06 2:18:20 PM,2020-Aug-06 9:13:33 AM,Howard A. Maguire Park,560 Parade Drive
play structure,play structure,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Sep-01 11:37:04 AM,2020-Oct-26 9:11:01 AM,Richardson Heritage Park,34 Arkose Street
play area,mixed,senior,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,unknown,2021-Dec-08 9:21:33 AM,,Cresthaven Park,"28 Cresthaven Drive, Nepean"
play area,mixed,toddler,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,unknown,2022-Sep-06 2:02:14 PM,,Cresthaven Park,"28 Cresthaven Drive, Nepean"
play area,mixed,junior,unknown,no,unknown,yes,unknown,no,no,no,unknown,unknown,yes,no,no,unknown,2022-Sep-06 2:00:46 PM,,Mountain Meadows Park,"3740 Mountain Meadows Crescent, Gloucester"
play area,play area,senior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:45 PM,,Shadow Ridge Park,"7064 Donwel Drive, Greely"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Apr-01 10:17:32 AM,,Henry Park,"1420 Mulligan Street, Gloucester"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Sep-02 10:52:35 AM,,Nanaimo Park,"48 Nanaimo Drive, Nepean"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Sep-02 10:52:27 AM,,Nanaimo Park,"48 Nanaimo Drive, Nepean"
play area,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Sep-07 10:57:13 AM,,New Orchard Park,"243 New Orchard Avenue, Ottawa"
play area,mixed,junior,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,unknown,2022-Aug-30 10:34:14 AM,,Marcel Lalande Park,"2157 Northlands Drive, Cumberland"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:42 PM,,Oakview Park,"10 Oakview Avenue, Nepean"
play area,mixed,all,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,unknown,2021-Nov-24 1:46:09 PM,,Carrol Homestead Community Park / Corkery Community Centre,"3447 Old Almonte Road, West Carleton"
play area,play area,senior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2020-Oct-26 9:40:11 AM,2020-Oct-26 9:10:58 AM,Richardson Heritage Park,34 Arkose Street
play area,climber,junior,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,2022-Aug-19 2:52:55 PM,2020-Oct-23 8:41:56 AM,Leather Leaf Park,235 Leather Leaf Terrace
play structure,play structure,senior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2020-Oct-26 9:37:45 AM,2020-Oct-23 3:25:43 PM,Patrick Dugas Park,550 Compass Street
play area,play area,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:01 PM,,Stitt Street Park,"19 Stitt Street, Goulbourn"
play area,play area,junior,no,yes,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:42 PM,,Stonehenge Park,"1851 Stonehenge Crescent, Gloucester"
play area,play area,junior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:46 PM,,Woodburn Park,"1819 Stonehenge Crescent, Gloucester"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:45 PM,,Woodburn Park,"1819 Stonehenge Crescent, Gloucester"
play area,mixed,all,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,unknown,2021-Nov-29 2:09:43 PM,,Clarke Fields Park,"93 Houlahan Street, Nepean"
play area,play area,junior,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:15 PM,,Sunray Park,"22 Sunray Crescent, Goulbourn"
play area,mixed,junior,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,unknown,2022-Aug-30 10:10:45 AM,,Marcel Bériault Park,"1691 Sunview Drive, Gloucester"
play area,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-31 11:39:20 AM,,Hawthorne Park,"2139 Tawney Road, Ottawa"
play structure,play structure,junior,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Oct-21 3:58:22 PM,,Beaton Park,"70 Castlefrank Road, Kanata"
play area,play area,toddler,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:55:32 PM,,Otterson Park,"2960 Upper Otterson Place, Ottawa"
play area,play area,toddler,yes,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,unknown,2018-Jan-18 2:55:24 PM,,Parkdale Park,"366 Parkdale Avenue, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:43 PM,,Shadow Ridge Park,"7064 Donwel Drive, Greely"
play area,play area,senior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2018-Jan-18 2:54:38 PM,,Shadow Ridge Park,"7064 Donwel Drive, Greely"
play structure,play structure,,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:54:49 PM,2016-Feb-05 11:23:18 AM,Tiger Lily Park,"211 Hillman Marsh Way, Gloucester"
play structure,play structure,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,no,unknown,2022-Mar-30 9:45:38 AM,2022-Mar-30 9:42:51 AM,Grovewoods Park,"13 Grovewood Lane, Goulbourn"
play structure,swing,junior,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2022-Mar-30 9:46:47 AM,2022-Mar-30 9:42:35 AM,Grovewoods Park,"13 Grovewood Lane, Goulbourn"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,yes,no,unknown,2018-Jan-18 2:54:49 PM,,Scisson's Park,"96 Bridle Park Drive, Kanata"
play structure,play structure,all,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,unknown,2021-Nov-01 2:53:18 PM,,Brian Parsons Park,"53 Black Tern Crescent, Kanata"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:01 PM,,White Horse Park,"5484 Old Mill Way, Gloucester"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Sep-01 10:21:09 AM,2016-Apr-20 4:46:58 PM,Scala Park,"797 Scala Avenue, Cumberland"
play area,play area,junior,yes,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:42 PM,,Vanessa Gilles Park,"1465 Ridgebrook Drive, Gloucester"
